Track,Album Name,Artist,Release Date,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Playlist Reach,Apple Music Playlist Count,SiriusXM Spins,Deezer Playlist Count,Amazon Playlist Count,Shazam Counts,Explicit Track
Bad Decisions with BTS  Snoop Dogg,Bad Decisions with BTS  Snoop Dogg,benny blanco,2022-05-08,259730016.0,21452.0,21180923.0,3913529220.0,37.0,51.0,17.0,25.0,858779.0,0
Yebbas Hear,Certified Lover Boy,Drake,2021-03-09,349849639.0,81889.0,12970647.0,21631984.0,13.0,8.0,6.0,3.0,1419180.0,1
Drums Feat Kim Petras,Drums Feat Kim Petras,James Hype,2023-06-10,48573000.0,12116.0,42703266.0,49677185.0,26.0,176.0,33.0,17.0,773165.0,0
El Avioncito,El Avioncito,Giblack,2021-10-28,11569095.0,3147.0,419656.0,3330686.0,4.0,86.0,3.0,17.0,226882.0,0
Handle On You,Handle On You,Parker McCollum,2022-05-08,103858433.0,17543.0,4890850.0,349600.0,18.0,31.0,2.0,16.0,481957.0,0
Non je ne regrette rien,Edith Piaf Essentials  The Greatest Hits of the Most Popular French Singer,dith Piaf,2024-07-05,168750749.0,1.0,1.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Montagem  Pr Funk,Montagem  Pr Funk  Single,BARATO NATION,2023-12-27,332936854.0,6.0,22.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Tunnel Vision,Tunnel Vision,Kodak Black,2017-02-17,654828389.0,139540.0,20919688.0,949109.0,75.0,15.0,19.0,9.0,3010996.0,1
White Tee with NO1NOAH,Life On Earth  EP,Summer Walker,2020-10-07,277094824.0,75966.0,16182804.0,86473375.0,18.0,36.0,10.0,17.0,3474234.0,1
Unknown,Single,TaitosmitH,2024-03-26,2759335.0,248.0,177260.0,97746040.0,4.0,86.0,15.0,17.0,17660.0,0
Im Not The Only One,Im Not The Only One,Sam Smith,2014-11-09,93040974.0,10520.0,1711940.0,1467134947.0,4.0,86.0,6.0,17.0,854584.0,0
Unknown,Unknown,Unknown,2023-05-10,3872.0,5.0,3.0,97746040.0,28.0,86.0,15.0,17.0,146.0,0
La Llevo Al Cielo Ft engo F,La Llevo Al Cielo Ft engo F,Chris Jedi,2022-05-20,411006233.0,63319.0,20006639.0,97746040.0,29.0,60.0,12.0,21.0,1029664.0,1
Too Easy,Too Easy,Gunna,2021-09-24,133039977.0,69577.0,7803085.0,27878588.0,17.0,401.0,3.0,9.0,216542.0,1
Walking On A Dream,Walking On A Dream,Empire Of The Sun,2008-01-01,923637058.0,248136.0,72561268.0,31766857.0,180.0,111.0,88.0,62.0,9554869.0,0
Take Two,Take Two,BTS,2023-09-06,259288333.0,9472.0,17478821.0,97746040.0,36.0,4.0,9.0,18.0,320367.0,0
Water Remix,Water Remix  Single,Tyla,2023-11-17,51588608.0,14616.0,7031379.0,97746040.0,28.0,86.0,11.0,12.0,274717.0,0
You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,506083686.0,88997.0,19591325.0,17749865.0,105.0,45.0,38.0,16.0,14034296.0,0
Bom Diggy,Bom Diggy  Single,Zack Knight,2017-08-24,55362558.0,9861.0,2598056.0,158638266.0,3.0,86.0,1.0,17.0,480815.0,0
MatiMatian,MatiMatian  Single,Mahalini,2024-03-29,52510463.0,992.0,9607115.0,97746040.0,9.0,86.0,15.0,17.0,12270.0,0
Live Another Day,Phonkageddon,Kordhell,2021-08-27,283108875.0,69176.0,20246527.0,56188.0,14.0,86.0,3.0,1.0,1365064.0,1
Ana Ghaltan,Cigara,Bahaa Sultan,2021-12-27,8316794.0,1342.0,217990.0,97746040.0,28.0,86.0,1.0,17.0,8447.0,0
Sexo Virtual,VICE VERSA,Rauw Alejandro,2021-06-25,293361823.0,61096.0,10057845.0,8383884.0,58.0,86.0,10.0,2.0,717742.0,1
No N,Piseiro Sofr,Mari Fernandez,2021-04-29,158404124.0,19033.0,5413126.0,218620029.0,32.0,86.0,27.0,4.0,854584.0,0
Unknown,Unknown,Moreart,2020-04-12,60358583.0,32582.0,1788403.0,994101.0,4.0,86.0,15.0,3.0,3413948.0,1
Chasin You,If I Know Me,Morgan Wallen,2018-04-27,609984789.0,66397.0,14589013.0,400499073.0,43.0,8.0,4.0,12.0,1494580.0,0
Ali Cabbar,Parti,Emir Can,2023-02-06,63442980.0,10414.0,1765706.0,4788783.0,7.0,86.0,15.0,17.0,224773.0,0
Clouds,Clouds  Single,BUNT,2023-12-01,149986283.0,48038.0,50298372.0,5469007.0,31.0,185.0,40.0,11.0,668816.0,0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,2023-08-25,21485335.0,4032.0,1727967.0,151380225.0,9.0,8.0,15.0,11.0,92321.0,0
Spin You Around 124,Spin You Around 124,Morgan Wallen,2024-01-26,77564567.0,7109.0,6908240.0,97746040.0,23.0,86.0,8.0,15.0,115609.0,0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,2022-08-07,175374235.0,19506.0,8147122.0,97746040.0,4.0,86.0,15.0,17.0,460868.0,0
Like Im Gonna Lose You feat John Legend,Title Deluxe,Meghan Trainor,2015-09-01,1060255231.0,88246.0,45330466.0,200462207.0,117.0,32.0,183.0,23.0,8460234.0,0
Dont Give Up On Me  From Five Feet Apart,Dont Give Up On Me From Five Feet Apart,Andy Grammer,2019-02-13,509011250.0,72182.0,9700882.0,40401043.0,31.0,86.0,2.0,1.0,3377256.0,0
Jingle Bell Rock,Essential Classics Vol 141 Bobby Helms,Bobby Helms,2023-03-11,964357785.0,2.0,21523.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Talk Dirty feat 2 Chainz,VTM Kzoom Hits Best Of 2013,Jason Derulo,2013-01-01,718634962.0,116033.0,31380421.0,30042463.0,64.0,625.0,42.0,11.0,14696611.0,1
Nail Tech,Nail Tech,Jack Harlow,2022-02-18,224376030.0,65837.0,16010323.0,491741705.0,28.0,103.0,17.0,9.0,581658.0,1
Lahore,Kultural Inkursions,Guru Randhawa,2018-07-27,77999.0,96.0,7682.0,166548749.0,28.0,86.0,15.0,17.0,854584.0,0
The Summoning,The Summoning  Single,Sleep Token,2023-06-01,135976140.0,41454.0,4335379.0,6852259.0,22.0,3.0,1.0,2.0,390413.0,0
Feel It Still,Woodstock,Portugal The Man,2017-06-15,1303018999.0,239.0,18020.0,97746040.0,309.0,86.0,15.0,4.0,21207408.0,0
TROLLZ with Nicki Minaj,TROLLZ with Nicki Minaj,6ix9ine,2020-12-06,169376113.0,37282.0,5544584.0,309404629.0,12.0,86.0,5.0,17.0,1192023.0,1
Cover Me Up,Cover Me Up,Morgan Wallen,2019-05-04,457252350.0,58811.0,6992809.0,162713583.0,14.0,86.0,2.0,7.0,821584.0,0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,2022-06-05,360149048.0,49439.0,8856237.0,31810445.0,11.0,86.0,15.0,2.0,290721.0,0
Mi Morenita,Mi Morenita  Single,Grupo Marca Registrada,2024-05-24,8104357.0,456.0,36732009.0,97746040.0,3.0,86.0,1.0,17.0,23137.0,0
Get A Guitar,Get A Guitar,RIIZE,2023-04-09,67887030.0,5721.0,6337730.0,617159135.0,7.0,86.0,3.0,10.0,170700.0,0
Heat,Heat feat Gunna,Gunna,2019-06-20,174090982.0,34958.0,4874126.0,58837438.0,31.0,1.0,9.0,12.0,2095650.0,1
Birds In The Sky,Birds In The Sky  Single,New Era,2023-08-12,21664308.0,2953.0,13358420.0,97746040.0,22.0,86.0,14.0,31.0,126086.0,0
I Was Never There,My Dear Melancholy,The Weeknd,2018-03-29,995463505.0,139596.0,44549966.0,4107073.0,28.0,86.0,20.0,17.0,3364449.0,0
How You Feel Ft Leven Kali,How You Feel Ft Leven Kali,ANOTR,2024-04-19,9591249.0,4565.0,35057668.0,97746040.0,16.0,3.0,19.0,36.0,80244.0,0
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,2024-05-13,2378738.0,544.0,2536543.0,97746040.0,12.0,3.0,2.0,37.0,31828.0,0
Bar,Bar,TINI,2021-11-11,231155441.0,33491.0,8783650.0,55444647.0,22.0,297.0,11.0,11.0,313366.0,0
Unknown,Unknown,YOUNGOHM,2023-01-25,17745591.0,2837.0,283039.0,97746040.0,6.0,86.0,15.0,17.0,62461.0,1
Case,Ghost,Diljit Dosanjh,2023-09-29,48353674.0,7078.0,4725307.0,30508935.0,8.0,86.0,15.0,7.0,69548.0,0
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,2023-12-15,29171226.0,1511.0,3365447.0,182268973.0,1.0,86.0,15.0,8.0,854584.0,0
Socadona feat Mr Vegas,Socadona feat Mr Vegas,LUDMILLA,2021-11-18,74338196.0,12229.0,3938315.0,428427646.0,18.0,2.0,33.0,9.0,203455.0,0
As It Was,As It Was  Single,Hundreds,2023-03-24,479006.0,111.0,76454.0,7225289.0,1.0,86.0,1.0,17.0,854584.0,0
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2014-02-18,239850720.0,342.0,115537.0,162444563.0,28.0,86.0,15.0,17.0,854584.0,0
Sial,f,Mahalini,2023-01-23,324327622.0,13022.0,4228094.0,45212529.0,8.0,86.0,15.0,17.0,97349.0,0
Pelele,Pelele,Morad,2021-12-24,153262121.0,62043.0,3300200.0,95438.0,11.0,18.0,2.0,5.0,631030.0,0
Ishq Jaisa Kuch From Fighter,Ishq Jaisa Kuch From Fighter,VishalShekhar,2023-12-22,26192177.0,1252.0,1466065.0,331489524.0,6.0,86.0,15.0,13.0,53388.0,0
CAROLINA,MAANA SER,KAROL G,2023-02-24,89487508.0,7595.0,3622886.0,1327214.0,5.0,86.0,1.0,8.0,186834.0,0
Krippy Kush,Krippy Kush,Farruko,2017-04-08,261207310.0,29638.0,8623457.0,158479261.0,31.0,16.0,21.0,22.0,1577890.0,1
Do It,VULTURES 1,Kanye West,2024-09-02,58509914.0,11523.0,11610664.0,97746040.0,3.0,86.0,15.0,17.0,92765.0,1
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2024-02-23,95980260.0,6191.0,39878495.0,1136738.0,7.0,86.0,29.0,18.0,24463.0,0
Umbrella with 21 Savage  Young Nudy,HEROES  VILLAINS,Metro Boomin,2022-02-12,134971918.0,58239.0,5643840.0,97746040.0,5.0,10.0,15.0,5.0,854584.0,1
Cuaderno,Climaxxx,Dalex,2019-10-05,415170963.0,57071.0,15542644.0,27037557.0,54.0,86.0,6.0,4.0,882993.0,1
Leja Re,Leja Re,Dhvani Bhanushali,2018-11-24,64612903.0,7444.0,1576312.0,95977596.0,7.0,86.0,15.0,2.0,136790.0,0
Pi,Pi naa  Si,Babasha,2024-01-06,881858.0,75.0,194541.0,97746040.0,1.0,86.0,1.0,17.0,11206.0,0
Paro  Speed Up,Paro Speed Up,Nej,2021-05-20,92866817.0,20834.0,6538674.0,97746040.0,3.0,86.0,15.0,17.0,1728511.0,1
Burn Burn Burn,Burn Burn Burn,Zach Bryan,2022-08-09,261905370.0,42715.0,5866774.0,19844.0,14.0,86.0,2.0,16.0,345080.0,0
Girl,Easy Money Baby,Myke Towers,2020-01-24,358885100.0,66574.0,10919097.0,20323581.0,35.0,86.0,4.0,8.0,921816.0,1
Saving Up,Saving Up,Dom Dolla,2023-06-10,68053989.0,21585.0,55905413.0,1223.0,34.0,145.0,30.0,22.0,337132.0,0
The Way Life Goes feat Oh Wonder,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,973400151.0,172881.0,24951320.0,26594177.0,2.0,17.0,15.0,1.0,854584.0,1
Headshot feat Polo G  Fivio Foreign,Headshot,Lil Tjay,2021-03-19,331506695.0,116321.0,15413876.0,3032466.0,38.0,86.0,7.0,3.0,363790.0,1
Gali Gali From Kgf Chapter 1,Gali Gali From Kgf Chapter 1,Neha Kakkar,2018-12-13,74027513.0,5648.0,3808001.0,105077396.0,1.0,86.0,15.0,2.0,168398.0,0
LLYLM,LLYLM,ROSAL,2023-01-27,163400564.0,25380.0,8516973.0,58633125.0,75.0,9.0,36.0,33.0,1343247.0,0
Levels,Levels feat Sunny Malton,Sidhu Moose Wala,2022-05-25,146988095.0,16234.0,2550626.0,826816.0,8.0,86.0,15.0,3.0,366308.0,1
Hey Mama feat Nicki Minaj Bebe Rexha  Afrojack  Boaz van de Beatz remix,Hey Mama feat Nicki Minaj Bebe Rexha  Afrojack Boaz van de Beatz remix,Boaz van de Beatz,2015-05-06,24407534.0,2389.0,473657.0,297504743.0,28.0,86.0,15.0,17.0,854584.0,0
If Youre Happy and You Know It Clap Your Hands,Circle Time Singalong,CoComelon,2022-10-06,433037.0,120.0,15324.0,34561.0,4.0,86.0,15.0,17.0,854584.0,0
La player Bandolera,La Player Bandolera,Zion  Lennox,2018-02-23,603009543.0,60339.0,19082403.0,107154352.0,33.0,19.0,32.0,42.0,1628610.0,0
ART,TYLA,Tyla,2024-01-03,46863836.0,3984.0,25998283.0,135441443.0,45.0,16.0,32.0,69.0,221323.0,0
Lets Love,Lets Love,Sia,2020-11-09,222571023.0,44252.0,11141387.0,13295182.0,102.0,86.0,73.0,22.0,5019153.0,0
DASH,Fe3O4 BREAK,NMIXX,2024-01-15,40620097.0,2870.0,8114713.0,564484545.0,7.0,18.0,6.0,15.0,47823.0,0
On My Mind,On My Mind,Diplo,2019-12-13,287897439.0,146593.0,20526230.0,11842376.0,74.0,113.0,42.0,21.0,1261710.0,0
Vampiro,Vampiro,Matu,2022-03-29,250112783.0,37790.0,7871652.0,27177813.0,18.0,86.0,29.0,5.0,124505.0,0
Another Late Night feat Lil Yachty,For All The Dogs,Drake,2023-06-10,61355849.0,24182.0,4216247.0,191669953.0,2.0,31.0,15.0,17.0,141072.0,1
Fire  Official UEFA EURO 2024 Song,Fire Official UEFA EURO 2024 Song,MEDUZA,2024-10-05,10114922.0,1567.0,19516267.0,97746040.0,38.0,86.0,39.0,93.0,97199.0,0
Delincuente,Delincuente,Tokischa,2022-08-19,190095480.0,35863.0,12100534.0,65010.0,17.0,86.0,4.0,17.0,1258357.0,1
Never Lose Me feat SZA  Cardi B,Fine Ho Stay,Flo Milli,2024-03-15,30301728.0,2993.0,12990773.0,97746040.0,34.0,86.0,19.0,57.0,165367.0,1
Kernkraft 400 A Better Day,Kernkraft 400 A Better Day,Topic,2022-06-17,171920896.0,41774.0,34142715.0,1823310.0,39.0,86.0,43.0,20.0,1861356.0,0
SORRY NOT SORRY,CALL ME IF YOU GET LOST The Estate Sale,Tyler The Creator,2023-03-31,98301770.0,40539.0,4631003.0,795416.0,4.0,86.0,5.0,17.0,120860.0,1
Bad feat Vassy  Radio Edit,The Edge Mixed By GWizard  DJ Nino Brown,Showtek,2014-01-01,602359731.0,109606.0,23041032.0,273766835.0,38.0,86.0,35.0,7.0,8703879.0,0
CYBERTRUCK,nadie sabe lo que va a pasar ma,Bad Bunny,2023-10-13,99022909.0,18212.0,7936625.0,97746040.0,8.0,86.0,15.0,4.0,240886.0,1
Sher Khul Gaye From Fighter,Sher Khul Gaye From Fighter,VishalShekhar,2023-12-15,22277518.0,1494.0,2272746.0,1418486214.0,9.0,86.0,15.0,11.0,53230.0,0
Fever,Future Nostalgia,Dua Lipa,2020-03-27,381166294.0,50838.0,9475236.0,67708098.0,102.0,86.0,72.0,17.0,2185831.0,0
Tiago PZK Bzrp Music Sessions Vol 48,Tiago PZK Bzrp Music Sessions Vol 48,Bizarrap,2021-12-29,454467751.0,75230.0,11893074.0,97746040.0,18.0,86.0,8.0,9.0,826070.0,0
Hands up,Hands up,6arelyhuman,2022-10-12,144555119.0,30542.0,5116146.0,97746040.0,28.0,86.0,15.0,17.0,544824.0,1
Buenas,Buenas,Quevedo,2023-09-22,108163942.0,22023.0,7264376.0,1117763.0,9.0,86.0,8.0,7.0,130949.0,0
STUPID IN LOVE feat HUH YUNJIN of LE SSERAFIM,STUPID IN LOVE feat HUH YUNJIN of LE SSERAFIM  Single,MAX,2024-09-02,72492332.0,5624.0,10655675.0,1025963249.0,20.0,22.0,9.0,14.0,193722.0,0
Let Her Go,All The Little Lights,Passenger,2012-01-01,2252713547.0,205647.0,46729104.0,78846239.0,192.0,288.0,103.0,13.0,33584600.0,0
Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,600521313.0,79793.0,18207064.0,1703122.0,95.0,400.0,35.0,15.0,2448945.0,0
So Am I,So Am I,Ava Max,2019-07-03,570045987.0,57702.0,10099210.0,327698772.0,36.0,23.0,18.0,18.0,4651739.0,0
Slide,Slide,Calvin Harris,2017-02-24,1044358962.0,165916.0,41514442.0,402464.0,255.0,90.0,83.0,30.0,8401595.0,1
Feel Good Inc,Demon Days,Gorillaz,2005-05-23,1407382497.0,357484.0,72604627.0,519221456.0,18.0,172.0,131.0,90.0,854584.0,0
Me And My Broken Heart,Power Hits 2014,Rixton,2014-01-01,733931275.0,115255.0,27152345.0,376872478.0,27.0,138.0,22.0,4.0,6889166.0,0
Baguettes in the Face feat NAV Playboi Carti  A Boogie Wit da Hoodie,Perfect Ten,Mustard,2019-06-28,332224927.0,90422.0,12036582.0,688339.0,20.0,86.0,17.0,1.0,722682.0,1
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,2021-11-08,25893883.0,3377.0,711026.0,159702368.0,2.0,86.0,1.0,7.0,88942.0,0
Lo Aprend de Ti  HAASH Primera Fila  Hecho Realidad En V,HAASH Primera Fila  Hecho Realidad,HaAsh,2014-11-11,296711145.0,17197.0,13770893.0,5228835.0,10.0,86.0,17.0,3.0,970443.0,0
GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,529404392.0,74777.0,20137742.0,97746040.0,111.0,16.0,65.0,36.0,4139682.0,1
Blinding Lights  Instrumental,Blinding Lights,The Weeknd,2020-11-09,5191059.0,1333.0,1102247.0,18293.0,1.0,86.0,15.0,17.0,854584.0,0
Wildest Dreams Taylors Version,Wildest Dreams Taylors Version,Taylor Swift,2021-09-17,732118596.0,62990.0,35314187.0,97746040.0,74.0,86.0,11.0,59.0,982971.0,0
Here With Me,Here With Me,Marshmello,2019-08-03,676451716.0,70317.0,19641164.0,342543929.0,103.0,12.0,22.0,54.0,3705612.0,0
Aint Your Mama,Aint Your Mama,Jennifer Lopez,2016-07-04,478791369.0,58453.0,15619408.0,208345707.0,55.0,36.0,64.0,12.0,4680196.0,0
Rock My Body,Rock My Body with INNA  Sash,R3HAB,2023-04-28,155454907.0,26701.0,54553074.0,342422383.0,35.0,2.0,52.0,11.0,1341106.0,0
TWINNEM,TWINNEM,Coi Leray,2021-09-20,34116353.0,10084.0,1619073.0,305361285.0,10.0,1051.0,4.0,8.0,1061424.0,1
Mood,Mood,Makar,2022-05-08,86132200.0,50326.0,3786319.0,12171024.0,12.0,86.0,5.0,2.0,1548192.0,1
TUI with Dei V,TUI with Dei V,YOVNGCHIMI,2023-10-20,94305899.0,11356.0,9053525.0,181125928.0,6.0,86.0,2.0,5.0,203793.0,1
Duki Bzrp Music Sessions Vol 50,Duki Bzrp Music Sessions Vol 50,Bizarrap,2022-11-16,158017957.0,35544.0,6481114.0,1218277.0,8.0,86.0,10.0,14.0,137614.0,0
Tell Me What You Want,Tell Me What You Want  Single,Oden  Fatzo,2024-06-14,239850720.0,8.0,3490536.0,97746040.0,6.0,86.0,4.0,6.0,854584.0,0
KABUKI,KABUKI,Cuckoo Coco,2023-03-25,239850720.0,32312.5,13264111.5,97746040.0,28.0,86.0,15.0,17.0,854584.0,1
The Bones,GIRLThe Bones,Maren Morris,2019-02-22,461420009.0,32656.0,13523577.0,506561773.0,85.0,276.0,15.0,67.0,2469386.0,0
Good News,Good News,Mac Miller,2020-09-01,447761883.0,116525.0,15419745.0,2621984.0,57.0,31.0,42.0,7.0,666198.0,0
Sin Se,Sin Se,Quevedo,2022-07-22,281829019.0,58130.0,8587722.0,309611524.0,14.0,86.0,8.0,2.0,479341.0,0
Mejor Que Yo,Mejor Que Yo  Single,Anuel AA,2023-04-05,81623095.0,18046.0,6605054.0,97746040.0,18.0,86.0,2.0,18.0,231295.0,1
Wiggle feat Snoop Dogg,Talk Dirty,Jason Derulo,2013-10-09,458706557.0,72270.0,18270302.0,202089.0,41.0,87.0,31.0,11.0,10208674.0,0
Evoque Prata,Evoque Prata,MC MENOR HR,2022-09-09,224150665.0,33067.0,14383640.0,176591291.0,7.0,86.0,33.0,5.0,300617.0,1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,2024-05-30,6073281.0,592.0,22270490.0,32844745.0,61.0,86.0,17.0,65.0,102468.0,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,2019-02-05,143152814.0,37044.0,3705069.0,15229934.0,2.0,86.0,3.0,1.0,172456.0,1
Pakistan,Pakistan,DBlock Europe,2023-06-29,43844757.0,25855.0,2553452.0,294.0,10.0,86.0,6.0,6.0,101226.0,1
Beat the Odds,Beat the Odds,Lil Tjay,2022-08-26,115581471.0,49847.0,5823632.0,231265850.0,16.0,1424.0,8.0,7.0,359642.0,1
Barely Breathing,Barely Breathing,Grant Averill,2021-10-22,1479227.0,616.0,19001.0,97746040.0,28.0,86.0,15.0,17.0,126537.0,0
All Around The World La La La,All Around The World La La La,R3HAB,2019-05-04,654965766.0,124386.0,40611935.0,27772087.0,87.0,1.0,117.0,23.0,3047102.0,0
Youre On Your Own Kid,Midnights,Taylor Swift,2022-10-21,587555589.0,34908.0,21579957.0,97746040.0,13.0,2.0,3.0,9.0,364310.0,0
My head is spinning like a screw,Unknown,kostromin,2021-02-02,116542329.0,41062.0,3658542.0,1169307.0,9.0,86.0,3.0,17.0,3536203.0,1
Already Rich,Already Rich,Yeat,2023-03-05,156047755.0,31578.0,4170271.0,83289.0,1.0,507.0,15.0,17.0,252675.0,1
Bandana,Bandana  Single,Shubh,2024-03-29,41479958.0,1644.0,5818260.0,97746040.0,14.0,86.0,15.0,6.0,60404.0,0
Unknown,Unknown,Mrs GREEN APPLE,2024-11-04,26222603.0,921.0,7492428.0,97746040.0,30.0,86.0,15.0,3.0,59611.0,0
Bruises,Bruises,Lewis Capaldi,2017-03-31,1135588382.0,132498.0,38683695.0,14015244.0,69.0,86.0,33.0,9.0,2299610.0,0
exile feat Bon Iver,folklore,Taylor Swift,2020-07-24,757789027.0,81489.0,55181767.0,14052190.0,70.0,62.0,19.0,45.0,1831311.0,0
THE GIRLS  BLACKPINK THE GAME OST,THE GIRLS BLACKPINK THE GAME OST,BLACKPINK,2023-08-25,116539504.0,7964.0,8670175.0,41655609.0,7.0,86.0,13.0,24.0,220900.0,0
Raja Ji,Raja Ji,Pawan Singh,2023-06-30,27244358.0,456.0,263080.0,29757537.0,28.0,86.0,15.0,17.0,12266.0,0
Unknown,Single,AVG,2023-07-17,10694922.0,5363.0,288263.0,292889844.0,7.0,86.0,15.0,17.0,1593368.0,0
Love Sosa,Finally Rich Deluxe,Chief Keef,2012-01-01,757522352.0,224483.0,30472220.0,2329764.0,36.0,51.0,9.0,6.0,1130370.0,1
HINDS HALL,HINDS HALL,Macklemore,2024-10-05,22463244.0,2291.0,2406268.0,97746040.0,6.0,86.0,3.0,1.0,86524.0,1
Skibidi,Antipositive Pt 2,Little Big,2018-05-10,46872738.0,21343.0,1515150.0,10539876.0,14.0,86.0,2.0,17.0,1055258.0,0
Im Geekin,Im Geekin,DDG,2023-04-21,76004507.0,24334.0,3477076.0,203939429.0,9.0,351.0,10.0,17.0,132370.0,1
Hey Lil Mam,Sol Mar,Eladio Carrion,2024-01-19,77975794.0,7057.0,10565513.0,110197195.0,11.0,3.0,9.0,9.0,262176.0,0
Eres M,Frmula Vol 2 Deluxe Edit,Romeo Santos,2014-02-25,562983225.0,52754.0,16157389.0,224225223.0,25.0,7.0,27.0,10.0,3343573.0,0
Sunrise,One Thing At A Time,Morgan Wallen,2023-03-03,104516305.0,16554.0,1412703.0,97746040.0,3.0,86.0,15.0,17.0,153036.0,0
ME feat Brendon Urie of Panic At The Disco,ME,Taylor Swift,2019-04-26,859985881.0,17061.0,4818145.0,472215964.0,112.0,86.0,27.0,7.0,2764962.0,0
Para de Mentir,Para de Mentir,Oruam,2023-11-16,44091443.0,4971.0,5768959.0,349814773.0,28.0,86.0,16.0,8.0,854584.0,0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,2024-03-05,5588636.0,1252.0,7389987.0,191383970.0,17.0,27.0,3.0,18.0,32511.0,1
Yo Ya No Vuelvo Contigo  En Vivo,Viva Mxico En V,Grupo Firme,2020-11-25,1969714.0,502.0,83027.0,17029446.0,28.0,86.0,15.0,3.0,854584.0,0
Bella y Sensual,Golden,Romeo Santos,2017-07-21,494373634.0,45589.0,20264304.0,254653941.0,35.0,4.0,27.0,27.0,1736972.0,0
Bertahan Terluka,Bertahan Terluka  Single,Fabio Asher,2022-02-02,171663870.0,10620.0,2901653.0,2312695.0,5.0,86.0,15.0,17.0,89958.0,0
if looks could kill,if looks could kill,Destroy Lonely,2023-03-03,88771696.0,46086.0,4886494.0,2668776.0,3.0,35.0,15.0,7.0,456300.0,1
Save Me The Trouble,Save Me The Trouble Heartbreak On The Map Bigger Houses,Dan  Shay,2023-07-14,28945482.0,3303.0,2239918.0,97746040.0,10.0,2.0,3.0,13.0,219049.0,0
Marisola  Remix,Marisola Remix,Cris Mj,2022-12-15,325264193.0,47780.0,22081093.0,97746040.0,9.0,20.0,18.0,24.0,854584.0,1
Trampoline,Trampoline,SHAED,2018-05-18,229366200.0,37923.0,4719100.0,6201413.0,47.0,86.0,13.0,43.0,854584.0,0
Alone with Nicki Minaj,Alone,Kim Petras,2023-04-21,79045342.0,18284.0,6628769.0,711554335.0,42.0,858.0,18.0,44.0,994509.0,1
God,GO LIVE,Stray Kids,2020-06-17,354643707.0,30447.0,7012694.0,34239087.0,14.0,20.0,5.0,16.0,854584.0,0
Te Vi,Los muchachos vol 1  EP,Piso 21,2018-01-06,752708868.0,62653.0,31913503.0,131977173.0,68.0,69.0,46.0,31.0,2326604.0,0
I Wanna Be Yours,AM,Arctic Monkeys,2013-01-01,2185240293.0,277753.0,129062801.0,97746040.0,39.0,86.0,36.0,35.0,4280207.0,0
Boyfriend,Believe,Justin Bieber,2012-01-01,538918222.0,73149.0,29404069.0,184669606.0,43.0,66.0,20.0,17.0,3052967.0,0
PARANOIA,PARANOIA,HEARTSTEEL,2023-10-23,77600263.0,13012.0,1664856.0,76473184.0,28.0,86.0,15.0,17.0,74897.0,0
Story of My Life,Story of My Life,One Direction,2013-10-28,1275036167.0,143693.0,85520811.0,62831.0,101.0,111.0,44.0,24.0,9015652.0,0
Black Summer,Black Summer,Red Hot Chili Peppers,2022-04-02,128264127.0,34856.0,14539064.0,97206641.0,21.0,100.0,17.0,23.0,1471206.0,0
Devil You Know,Devil You Know  Single,Tyler Braden,2024-02-02,37634335.0,4046.0,11535906.0,649110857.0,7.0,43.0,3.0,25.0,108677.0,0
run for the hills,THINK LATER,Tate McRae,2023-08-12,120880428.0,10296.0,16902097.0,1813086064.0,25.0,307.0,29.0,18.0,147452.0,1
I Know  PR1ISVX Edit,I Know PR1ISVX Edit,Kanii,2023-03-24,152454686.0,34461.0,5057389.0,97746040.0,4.0,86.0,2.0,17.0,159945.0,1
Wish,Wish,Diler Kharkiya,2020-11-20,10848948.0,1036.0,186826.0,97746040.0,28.0,86.0,15.0,17.0,42722.0,0
Let Me Love You,Turning Point,Mario,2004-01-01,971172980.0,146441.0,57655350.0,559214970.0,119.0,106.0,86.0,31.0,6473758.0,0
Sofia,Sofia,Alvaro Soler,2016-04-15,353525330.0,59509.0,9323605.0,191192432.0,21.0,4.0,16.0,14.0,6134790.0,0
